CustomerNumber,CreditScore,City,Gender,Age,Home_Living_Since,Avg_Acc_Bal,Assets,First Loan,Co-applicant,Mon_Sal,Loan
1197,718,Chennai,Male,27,4,32821.65,1,1,0,14380.495,0
1198,590,Hyderabad,Female,33,6,0,2,1,0,85510.72,0
1199,584,Bangalore,Male,37,9,52292.08,1,1,0,88339.36,0
1200,645,Bangalore,Male,40,7,0,1,0,1,14333.78,0
1201,772,Chennai,Male,29,6,49892.64,2,0,0,98619.015,0
1202,399,Chennai,Male,45,2,63827.61,1,1,0,69997.34,1
1203,529,Bangalore,Male,21,5,0,1,1,0,75584.915,0
1204,463,Bangalore,Male,34,2,50628.58,1,1,1,59056.82,0
1205,630,Bangalore,Female,39,7,0,2,1,1,17226.585,0
1206,780,Bangalore,Male,75,10,60656.94,1,0,1,32436.165,0
1207,584,Hyderabad,Male,31,5,0,2,1,0,5478.41,0
1208,752,Chennai,Male,29,4,40761.69,1,1,1,18442.925,0
1209,697,Bangalore,Female,46,6,64126.33,1,1,1,84026.7,0
1210,850,Bangalore,Female,31,7,0,2,0,0,77613.5,0
1211,711,Bangalore,Male,50,7,0,3,1,0,19204.895,1
1212,452,Bangalore,Female,31,5,0,2,0,1,37639.695,0
1213,610,Hyderabad,Male,41,6,0,2,1,0,79151.295,1
1214,694,Bangalore,Female,21,4,0,2,1,1,5762.86,0
1215,579,Hyderabad,Male,32,6,0,1,1,0,47496.52,1
1216,745,Hyderabad,Female,53,8,0,1,1,0,86956.145,1
1217,572,Bangalore,Male,32,5,0,1,0,1,20569.525,0
1218,505,Chennai,Male,28,3,72770.78,2,1,1,29009.975,0
1219,706,Bangalore,Female,22,5,0,1,0,0,82064.205,1
1220,693,Chennai,Male,43,5,62300.79,2,1,1,23499.065,1
1221,725,Chennai,Female,32,7,57591.42,2,1,1,88639.705,0
1222,791,Bangalore,Male,36,2,81894.745,2,1,0,37916.265,0
1223,536,Bangalore,Male,45,1,32866.705,1,1,0,30547.265,0
1224,699,Hyderabad,Male,46,1,0,2,0,1,15058.72,0
1225,500,Hyderabad,Female,46,8,64243.055,1,1,0,89613.56,0
1226,707,Hyderabad,Female,52,6,54831.735,1,1,1,26055.225,0
1227,531,Chennai,Female,41,6,44162.155,2,1,0,37624.375,0
1228,557,Bangalore,Female,27,7,73222.62,2,1,0,92158.87,0
1229,659,Bangalore,Female,37,3,0,2,1,0,79276.55,0
1230,575,Hyderabad,Female,30,6,0,2,1,1,47843.21,0
1231,775,Chennai,Male,35,2,54974.525,2,0,1,35841.27,0
1232,772,Hyderabad,Male,29,4,39326.525,1,1,0,895.24,0
1233,587,Chennai,Male,45,9,53925.41,1,1,0,69715.5,1
1234,667,Chennai,Female,38,4,41882.675,2,1,0,59179.27,0
1235,771,Bangalore,Female,65,7,71886.535,1,1,1,65413.94,0
1236,523,Chennai,Male,62,6,58113.635,1,1,1,59702.315,0
1237,662,Chennai,Male,32,0,51735.76,1,1,1,81351.5,0
1238,717,Bangalore,Male,41,5,0,2,1,0,86332.605,0
1239,746,Bangalore,Male,23,3,68746.175,2,0,1,85071.045,0
1240,569,Bangalore,Male,27,7,0,2,1,0,36988.615,0
1241,579,Bangalore,Male,35,9,64914.795,1,1,1,30453.06,0
1242,519,Bangalore,Female,20,1,73164.785,2,1,1,97433.635,0
1243,696,Chennai,Male,29,4,57013.85,1,1,1,96858.28,0
1244,693,Chennai,Male,24,6,73290.345,1,0,1,7316.675,0
1245,587,Chennai,Female,37,0,66061.21,2,0,0,15865.16,0
1246,626,Bangalore,Female,43,10,40776.965,1,1,0,10031.815,1
1247,666,Bangalore,Female,65,7,0,2,1,1,49896.41,0
1248,512,Bangalore,Male,23,6,0,2,1,0,18827.155,0
1249,689,Hyderabad,Female,27,3,0,2,1,1,96224.51,0
1250,803,Bangalore,Female,25,4,0,2,1,1,90604.235,0
1251,548,Chennai,Male,31,5,87607.355,1,1,1,77582.805,0
1252,588,Chennai,Female,39,10,62767.255,1,1,0,60752.09,1
1253,693,Bangalore,Male,67,4,48852.995,1,1,1,30784.535,0
1254,499,Chennai,Female,54,4,63408.825,2,1,0,61634.855,0
1255,628,Bangalore,Female,45,1,23435.215,4,1,0,15636.07,1
1256,624,Hyderabad,Male,45,3,0,2,1,1,31412.515,0
1257,733,Bangalore,Male,41,9,60047.465,1,1,0,92028.225,0
1258,628,Bangalore,Female,37,3,0,2,1,1,24462.365,0
1259,633,Bangalore,Female,32,3,0,2,1,0,95555.51,0
1260,559,Chennai,Female,35,1,52178.47,2,0,1,27092.03,0
1261,704,Chennai,Male,26,5,73502.17,1,1,0,32190.665,1
1262,744,Chennai,Male,37,6,36511.585,2,1,0,39385.43,0
1263,665,Hyderabad,Female,39,1,86716.275,1,0,1,58383.395,0
1264,638,Bangalore,Female,41,7,82839.96,1,0,0,16458.145,0
1265,837,Hyderabad,Male,30,9,52339.31,1,0,1,25486.3,0
1266,534,Bangalore,Female,54,8,58486.63,3,1,0,61033.25,1
1267,548,Bangalore,Female,35,3,0,1,1,0,32998.45,0
1268,837,Chennai,Male,37,2,63366.425,1,1,1,39788.69,0
1269,658,Bangalore,Female,43,6,74240.545,1,1,0,65264.565,0
1270,554,Bangalore,Female,37,4,68827.025,2,1,1,86314.835,0
1271,724,Chennai,Male,29,7,57657.52,1,1,0,7608.265,0
1272,723,Bangalore,Male,41,2,49547.865,1,1,1,8756.265,0
1273,585,Chennai,Female,38,7,82805.205,2,0,0,65926.005,0
1274,474,Bangalore,Male,32,5,0,2,1,0,90972.76,1
1275,562,Hyderabad,Male,31,6,80814.33,1,1,0,45741.25,0
1276,719,Bangalore,Male,31,9,73302.635,1,1,1,38559.725,0
1277,635,Chennai,Male,36,5,56744.34,1,1,0,47805.87,1
1278,743,Bangalore,Male,41,7,38501.1,2,1,1,40214.21,0
1279,681,Hyderabad,Male,66,7,0,2,0,1,81857.46,0
1280,521,Bangalore,Female,38,6,0,2,0,1,13687.575,0
1281,741,Hyderabad,Male,24,4,0,2,1,1,36936.825,0
1282,790,Hyderabad,Male,45,8,91182.265,1,0,0,69633.24,1
1283,622,Bangalore,Male,34,8,0,2,1,1,65886.255,0
1284,669,Bangalore,Male,44,7,74682.29,1,0,1,86727.035,0
1285,583,Bangalore,Male,58,7,63725.07,1,0,1,33776.355,0
1286,520,Hyderabad,Female,62,5,81139.16,1,1,1,17382.665,0
1287,579,Hyderabad,Male,36,5,76106.44,2,0,0,60109.57,0
1288,698,Hyderabad,Female,38,9,80996.945,1,0,0,45106.19,0
1289,548,Hyderabad,Male,38,7,65734.22,1,1,0,82487.91,0
1290,672,Chennai,Male,39,10,51490.22,1,1,0,642.905,1
1291,653,Chennai,Male,30,9,71660.985,1,1,0,41839.73,0
1292,734,Hyderabad,Female,36,2,65202.46,1,0,0,17274.37,0
1293,794,Bangalore,Female,40,7,0,2,1,1,37137.54,0
1294,641,Bangalore,Male,29,2,43752.735,2,0,1,3639.285,0
1295,824,Bangalore,Male,29,0,66817.01,1,1,1,81026.96,0
1296,534,Hyderabad,Female,32,3,75616.81,1,0,0,99668.315,0
1297,653,Hyderabad,Male,54,2,35131.915,1,0,1,31173.855,0
1298,498,Bangalore,Male,33,5,0,2,1,1,45855.83,0
1299,683,Bangalore,Male,29,10,28828.745,1,0,0,39620.45,0
1300,618,Chennai,Male,41,8,76786.155,2,1,1,38339.8,0
1301,538,Bangalore,Male,36,1,67376.04,1,1,0,81255.775,0
1302,643,Hyderabad,Male,33,3,41566.045,1,1,1,10680.44,0
1303,428,Bangalore,Female,30,2,0,2,1,0,27243.715,0
1304,593,Chennai,Female,31,9,67048.265,2,1,0,26965.525,1
1305,718,Bangalore,Female,30,0,59050.295,2,1,0,51582.575,0
1306,811,Chennai,Male,51,10,38457.7,1,0,0,73179.905,1
1307,823,Hyderabad,Female,45,3,40788.375,1,1,1,14185.475,1
1308,645,Hyderabad,Male,48,2,0,2,0,0,5011.575,0
1309,710,Bangalore,Male,32,10,59163.585,2,1,1,96464.41,0
1310,591,Hyderabad,Male,29,8,62428.845,2,0,0,25242.85,0
1311,748,Chennai,Female,26,2,45485.925,1,1,1,65831.235,0
1312,850,Bangalore,Female,36,7,76573.875,1,1,1,76117.65,0
1313,542,Bangalore,Male,37,8,32971.13,1,1,1,34046.615,1
1314,809,Bangalore,Male,37,3,0,2,1,1,40030.655,0
1315,675,Bangalore,Male,53,2,0,1,1,0,74791.835,1
1316,607,Hyderabad,Female,26,5,50456.095,1,0,0,3815.635,0
1317,850,Bangalore,Female,30,4,0,2,1,1,16541.405,0
1318,789,Bangalore,Male,36,3,0,1,1,0,60941.935,1
1319,598,Bangalore,Female,42,5,0,3,1,1,50361.36,1
1320,756,Chennai,Male,40,2,62219.745,2,0,1,23546.555,0
1321,687,Bangalore,Female,46,7,0,2,1,1,88812.005,0
1322,724,Bangalore,Male,39,6,0,2,0,0,53074.74,0
1323,700,Bangalore,Female,43,2,29390.88,1,1,0,8437.46,0
1324,635,Hyderabad,Male,49,7,79726.82,2,0,0,27280.395,1
1325,687,Chennai,Male,25,2,71360.76,1,1,1,76802.875,0
1326,613,Bangalore,Female,45,8,83897.8,1,0,1,22195.19,0
1327,781,Bangalore,Female,37,3,64172.845,2,1,0,31609.425,0
1328,703,Hyderabad,Male,19,3,82630.49,1,1,1,20813.39,0
1329,593,Chennai,Female,61,3,59116.905,1,0,1,12382.765,1
1330,743,Bangalore,Female,39,6,0,1,1,0,14140.4,1
1331,640,Hyderabad,Female,45,8,0,2,1,0,44521.595,0
1332,849,Chennai,Male,36,7,71726.37,2,1,1,8647.06,0
1333,778,Bangalore,Male,37,3,72509.245,2,1,1,63351.205,0
1334,539,Chennai,Female,37,8,41203.755,1,1,0,6561.705,0
1335,489,Chennai,Male,27,1,39730.49,2,1,1,83986.815,0
1336,568,Hyderabad,Female,42,9,0,1,1,0,62935.395,1
1337,618,Hyderabad,Male,37,5,63236.995,1,1,0,45986.245,0
1338,710,Chennai,Female,29,10,66768.55,2,1,0,77796.87,0
1339,625,Bangalore,Male,51,5,82489.005,1,1,1,33894.245,0
1340,682,Hyderabad,Male,45,7,64014.86,1,1,1,31307.675,0
1341,727,Hyderabad,Male,42,2,48701.59,1,1,1,53707.51,1
1342,794,Bangalore,Female,40,7,88422.705,3,1,0,83263.13,1
1343,652,Hyderabad,Male,70,4,0,1,1,1,60053.55,0
1344,670,Hyderabad,Male,41,3,40794.52,1,1,0,94113.9,0
1345,460,Chennai,Female,39,6,59753.79,2,1,0,45780.315,1
1346,568,Hyderabad,Female,25,6,0,2,0,0,83247.6,0
1347,643,Bangalore,Male,29,5,47221.885,1,1,1,82807.2,0
1348,521,Bangalore,Male,36,2,0,2,1,1,43186.12,0
1349,615,Bangalore,Male,31,7,46099.92,1,1,1,1377.765,0
1350,575,Hyderabad,Male,42,3,0,1,1,0,41797.255,0
1351,717,Bangalore,Female,40,3,67878.48,1,1,1,51853.205,0
1352,648,Bangalore,Female,53,9,60316.71,1,0,0,2962.19,1
1353,535,Chennai,Male,47,5,67271.365,1,1,1,29101.835,1
1354,626,Hyderabad,Male,28,7,0,2,1,0,24680.92,0
1355,611,Hyderabad,Male,51,7,0,1,0,1,36792.59,1
1356,734,Hyderabad,Male,38,6,0,1,1,1,47567.635,0
1357,709,Bangalore,Male,48,4,77172.245,2,1,1,19397.285,0
1358,591,Bangalore,Male,42,3,0,2,0,1,99463.18,0
1359,664,Bangalore,Male,42,9,94513.265,2,1,1,28049.93,0
1360,431,Bangalore,Male,36,0,60382.04,1,1,1,58511.54,0
1361,647,Chennai,Female,21,3,48987.91,2,0,1,31041.5,0
1362,578,Bangalore,Male,31,4,0,2,1,1,70911.4,0
1363,555,Chennai,Male,40,10,56635.1,2,1,1,92693.57,0
1364,775,Hyderabad,Male,29,4,0,2,0,1,28730.565,0
1365,850,Chennai,Male,38,3,62274.495,2,1,1,60190.06,0
1366,625,Bangalore,Male,42,8,100848.035,1,1,0,66510.45,1
1367,645,Hyderabad,Female,36,7,0,2,1,0,6794.965,0
1368,608,Chennai,Male,43,7,57101.735,1,1,1,38915.18,1
1369,689,Hyderabad,Female,30,4,0,2,1,1,68305.01,0
1370,652,Chennai,Male,49,8,62718.82,1,1,1,8580.47,1
1371,769,Bangalore,Female,25,7,0,2,1,0,88421.765,0
1372,611,Bangalore,Female,42,8,32448.875,1,1,0,57498.165,0
1373,489,Bangalore,Male,37,8,0,2,0,1,98495.395,0
1374,528,Chennai,Female,45,9,67777.83,1,1,0,66573.015,1
1375,632,Bangalore,Male,43,3,53882.375,1,1,0,92833.86,0
1376,429,Bangalore,Female,26,6,58653.72,2,1,1,12010.245,0
1377,457,Bangalore,Male,40,8,36850.06,3,1,1,92875.01,1
1378,768,Hyderabad,Female,43,6,30301.7,1,1,1,89022.985,0
1379,715,Hyderabad,Female,34,4,20084.94,2,1,1,99928.735,0
1380,668,Chennai,Female,31,10,46020.935,1,1,1,21797.95,0
1381,625,Chennai,Male,25,3,65241.975,1,1,0,61405.265,0
1382,846,Bangalore,Female,40,5,0,3,1,0,1720.235,1
1383,661,Hyderabad,Female,41,3,0,2,1,0,17994.705,0
1384,571,Bangalore,Female,22,10,75548.64,1,0,1,8581.875,0
1385,582,Hyderabad,Female,45,8,33781.655,1,1,0,22253.045,1
1386,716,Bangalore,Female,34,8,56404.09,1,0,1,8924.15,0
1387,758,Bangalore,Female,41,7,0,2,0,1,38104.78,0
1388,725,Bangalore,Male,65,4,43229.9,1,1,1,70738.28,0
1389,630,Bangalore,Female,39,0,59316.54,1,0,1,30016.23,1
1390,627,Bangalore,Female,54,2,79720.635,1,1,0,50343.055,1
1391,653,Bangalore,Female,26,9,0,2,1,0,48214.645,0
1392,775,Chennai,Female,37,4,62606.325,2,1,1,7897.94,1
1393,794,Hyderabad,Male,44,8,44328.185,2,1,0,58273.655,0
1394,831,Bangalore,Female,31,2,73016.81,1,1,0,95630.37,0
1395,561,Bangalore,Male,28,9,60134.065,1,1,1,86935.195,0
1396,705,Hyderabad,Male,45,7,0,2,1,0,58636.675,0
1397,636,Hyderabad,Female,32,0,0,1,1,0,46138.735,1
1398,487,Chennai,Female,45,4,67535.29,2,1,1,22122.245,1
1399,693,Bangalore,Female,37,3,0,2,0,0,39066.74,1
1400,517,Hyderabad,Female,28,5,0,2,1,0,51701.44,0
1401,684,Bangalore,Female,26,9,61275.025,2,0,1,68917.91,0
1402,620,Hyderabad,Female,42,2,0,2,1,0,10335.05,0
1403,757,Bangalore,Male,28,8,65153.245,1,1,0,38734.69,0
1404,739,Bangalore,Female,26,6,0,1,1,1,28786.19,0
1405,662,Hyderabad,Female,40,4,45175.385,1,1,0,37942.325,1
1406,359,Bangalore,Female,43,6,64373.845,1,1,0,73477.855,1
1407,572,Hyderabad,Male,22,2,63436.76,1,0,1,33520.06,0
1408,721,Bangalore,Male,68,2,54212.095,1,1,1,89209.175,0
1409,707,Bangalore,Male,31,9,0,2,0,0,15403.51,0
1410,444,Bangalore,Female,39,5,42175.035,1,1,0,71917.88,0
1411,523,Bangalore,Female,72,7,0,2,0,0,65441.95,1
1412,685,Chennai,Female,29,4,42479.3,2,0,1,97171.86,0
1413,673,Chennai,Female,28,4,49548.68,1,1,1,4898.345,0
1414,503,Chennai,Male,29,10,68311.275,2,0,0,23655.12,0
1415,485,Chennai,Female,29,5,78385.84,1,1,1,70574.105,0
1416,799,Chennai,Male,27,7,83829.165,2,1,1,55569.125,0
1417,585,Hyderabad,Female,32,8,0,2,1,0,57091.035,0
1418,607,Chennai,Female,23,2,54741.77,2,0,1,63780.385,0
1419,521,Chennai,Female,39,9,67252.39,1,1,0,9041.03,0
1420,535,Bangalore,Female,43,2,57213.93,1,1,1,68165.13,0
1421,724,Hyderabad,Male,44,5,41944.27,1,0,1,17060.905,0
1422,520,Chennai,Male,31,5,55014.885,1,1,0,28123.345,0
1423,696,Hyderabad,Male,40,9,63761.875,1,0,1,95708.71,0
1424,657,Chennai,Male,29,1,69881.065,2,1,1,11658.94,0
1425,603,Hyderabad,Female,41,8,45805.56,1,0,0,72337.65,1
1426,726,Bangalore,Female,41,2,54735.895,1,0,1,87580.525,0
1427,591,Bangalore,Female,38,4,75250.32,1,1,0,7464.4,0
1428,792,Chennai,Female,58,9,50804.885,1,0,0,80739.595,1
1429,550,Bangalore,Male,56,5,0,1,1,1,66750.97,0
1430,601,Bangalore,Female,25,8,39446.115,1,1,1,11851.76,0
1431,820,Bangalore,Female,28,3,41172.42,1,0,1,57992.69,0
1432,667,Bangalore,Male,47,2,0,1,1,0,21614.6,0
1433,573,Hyderabad,Female,43,4,0,1,1,1,47431.465,0
1434,755,Bangalore,Male,61,1,63853.165,2,0,1,71188.845,0
1435,552,Bangalore,Female,40,9,62174.67,1,1,0,67817.625,0
1436,598,Hyderabad,Male,43,8,0,2,1,0,74243.95,0
1437,576,Chennai,Male,27,1,59668.145,2,0,1,29488.425,0
1438,670,Bangalore,Female,30,9,0,1,0,1,38127.415,0
1439,504,Chennai,Male,55,9,52108.65,1,0,0,27928.74,1
1440,778,Bangalore,Female,64,7,0,1,1,1,38933.615,0
1441,558,Chennai,Male,38,10,72378.51,1,1,0,11439.08,1
1442,627,Hyderabad,Male,43,6,0,1,1,1,57234.775,0
1443,683,Bangalore,Male,42,8,0,1,1,0,48377.4,0
1444,556,Bangalore,Female,42,6,0,3,0,0,62577.285,1
1445,583,Bangalore,Female,37,10,0,2,0,1,56798.82,0
1446,705,Bangalore,Female,23,7,50084.755,1,1,0,60704.275,0
1447,637,Bangalore,Male,32,2,72865.915,1,0,1,54609.715,0
1448,697,Hyderabad,Male,55,5,55401.015,1,1,1,25115.155,1
1449,555,Chennai,Female,45,4,60196.495,1,1,0,88859.94,1
1450,594,Chennai,Female,25,6,67533.76,2,0,0,65605.93,0
1451,632,Hyderabad,Male,30,3,68278.22,1,1,0,41076.415,1
1452,551,Bangalore,Female,37,10,0,2,1,1,108.135,0
1453,687,Bangalore,Female,34,3,49793.715,1,1,1,856.55,1
1454,672,Bangalore,Female,52,7,0,1,1,1,68455.09,0
1455,521,Hyderabad,Female,33,7,35365.535,1,1,1,10121.985,1
1456,686,Chennai,Male,34,2,54671.41,2,0,1,43021.635,0
1457,639,Hyderabad,Male,27,8,0,2,1,0,63280.535,0
1458,850,Bangalore,Male,65,4,0,2,0,1,32175.4,0
1459,465,Bangalore,Male,24,2,39123.655,2,1,1,5236.155,0
1460,817,Bangalore,Female,54,10,58780.745,1,1,0,47970.775,1
1461,578,Bangalore,Male,22,10,44490.16,1,1,1,62611.18,0
1462,611,Hyderabad,Male,33,4,0,2,1,0,85475.29,0
1463,616,Chennai,Female,40,1,51780.285,1,1,0,118.225,1
1464,517,Bangalore,Male,36,5,56654.42,1,0,1,15758.58,0
1465,637,Hyderabad,Female,39,6,0,2,1,1,90805.3,0
1466,806,Bangalore,Female,31,3,31881.745,1,1,0,78296.545,0
1467,633,Bangalore,Female,28,7,84994.175,1,1,0,2136,0
1468,624,Chennai,Female,34,0,90151.62,2,1,0,81793.95,0
1469,691,Bangalore,Male,51,3,0,1,1,0,87921.84,1
1470,819,Chennai,Female,48,1,60328.43,4,0,0,83082.15,1
1471,568,Chennai,Female,30,1,30796.07,2,1,1,30898.32,0
1472,806,Bangalore,Male,47,4,82350.84,1,1,1,10719.745,0
1473,726,Hyderabad,Female,25,1,40390.08,1,1,1,9612.925,0
1474,552,Bangalore,Male,35,8,0,2,0,0,66273.51,0
1475,755,Chennai,Female,29,6,77110.685,2,0,1,31344.275,0
1476,634,Bangalore,Male,25,8,0,1,1,0,10880.48,0
1477,756,Bangalore,Female,25,5,50820.57,2,0,1,77230.34,0
1478,776,Bangalore,Male,36,2,0,1,0,1,4032.5,0
1479,649,Bangalore,Female,44,5,46393.33,1,1,0,86682.95,1
1480,595,Chennai,Male,31,8,65540.83,2,1,1,34714.395,0
1481,646,Bangalore,Male,29,5,49007.37,1,1,1,6378.57,0
1482,592,Hyderabad,Male,37,8,0,2,1,0,90213.1,0
1483,574,Bangalore,Male,25,8,48730.05,1,1,1,21546.835,0
1484,850,Bangalore,Male,35,1,52038.595,2,0,1,34297,0
1485,850,Hyderabad,Female,28,1,0,2,1,1,98998.325,0
1486,475,Bangalore,Female,45,10,0,2,0,0,61476.5,1
1487,642,Bangalore,Female,38,4,0,1,1,1,38410.62,0
1488,710,Hyderabad,Female,50,4,46828.475,1,0,1,70700.255,1
1489,596,Hyderabad,Male,29,6,60672.94,4,1,0,20960.875,1
1490,609,Bangalore,Female,38,8,70837.615,1,0,1,87832.125,0
1491,797,Hyderabad,Female,30,8,0,2,1,0,58958.315,0
1492,504,Chennai,Female,42,7,51182.745,1,1,0,97345.385,1
1493,735,Hyderabad,Male,49,9,0,1,0,0,83338.675,1
1494,680,Hyderabad,Female,29,3,0,1,1,0,80065.79,0
1495,449,Bangalore,Male,51,6,0,2,0,1,61811,0
1496,685,Chennai,Male,56,7,50934.255,1,0,1,56741.98,0
1497,569,Hyderabad,Male,37,8,0,2,0,0,39809.395,0
1498,631,Bangalore,Male,34,9,56196.225,2,1,0,12236.115,0
1499,595,Chennai,Female,24,7,53285.17,2,0,1,88512.895,0
1500,461,Bangalore,Female,27,8,0,1,1,1,51674.87,0
1501,630,Bangalore,Male,49,1,40973.88,1,0,1,31803.11,1
1502,661,Bangalore,Female,30,7,72081.15,2,1,1,7245.395,0
1503,796,Chennai,Male,38,5,43175.435,2,0,0,52540.265,0
1504,710,Bangalore,Male,46,5,79311.57,1,0,0,41749.945,1
1505,741,Bangalore,Male,31,8,0,2,1,0,71799.35,0
1506,606,Chennai,Male,47,4,66201.78,1,0,0,18045.955,1
1507,747,Bangalore,Male,26,10,0,2,0,0,6503.945,0
1508,549,Chennai,Female,42,3,67492.83,1,1,0,3050.705,0
1509,576,Bangalore,Male,35,6,0,2,1,1,24157,0
1510,528,Bangalore,Male,36,6,51886.225,1,1,0,98555.995,0
1511,535,Bangalore,Male,32,2,66520.16,1,1,1,55149.89,0
1512,575,Hyderabad,Female,36,0,0,2,0,0,15057.16,0
1513,656,Bangalore,Male,38,10,0,2,1,1,49447.32,0
1514,440,Bangalore,Male,41,2,0,2,1,0,24913.34,0
1515,539,Hyderabad,Male,37,8,35730.335,2,1,1,5037.025,0
1516,850,Hyderabad,Male,38,6,66607.065,1,0,1,10384.94,0
1517,646,Bangalore,Female,36,7,48279.33,1,0,0,81713.59,0
1518,744,Bangalore,Male,53,6,46903.155,2,0,1,70034.385,0
1519,710,Hyderabad,Female,35,8,0,2,0,0,41603.095,0
1520,544,Bangalore,Female,63,3,62021.9,1,1,1,55701.485,1
1521,723,Chennai,Male,51,5,65847.485,1,0,1,46436.75,1
1522,507,Hyderabad,Female,28,6,0,2,0,1,47390.45,0
1523,787,Bangalore,Female,34,1,53133.4,1,1,1,8303.575,0
1524,598,Hyderabad,Male,40,8,0,2,1,1,80977.215,0
1525,796,Bangalore,Male,50,6,0,2,0,1,97366.64,0
1526,569,Hyderabad,Female,40,4,69920.18,1,1,1,81762.35,0
1527,711,Bangalore,Male,33,8,0,2,0,0,24130.095,0
1528,661,Chennai,Male,34,8,62049.27,1,1,0,43339.24,0
1529,415,Bangalore,Male,31,5,72903.795,1,1,1,1532.325,0
1530,578,Hyderabad,Male,22,8,0,2,1,0,56062.49,0
1531,611,Bangalore,Female,25,2,53754.465,2,1,1,60400.825,0
1532,600,Bangalore,Female,27,6,0,2,0,1,26096.615,0
1533,661,Chennai,Female,31,1,72990.115,1,0,1,28318.14,0
1534,850,Bangalore,Female,36,3,106389.1,1,0,1,34686.44,0
1535,573,Chennai,Female,46,4,76261.235,1,0,1,82019.035,1
1536,764,Hyderabad,Female,32,9,84482.385,1,0,1,59491.255,0
1537,838,Bangalore,Female,33,8,0,2,1,0,13736.035,0
1538,821,Bangalore,Female,27,8,0,1,1,1,18377.065,0
1539,607,Hyderabad,Female,35,4,49133.15,1,1,1,23208.18,0
1540,558,Bangalore,Male,37,8,56500.46,1,1,1,76436.195,0
1541,530,Chennai,Male,22,1,68530.44,2,1,1,82613.615,0
1542,654,Chennai,Male,36,5,56073.06,1,1,0,37963.675,0
1543,530,Bangalore,Female,32,4,64653.66,1,1,1,86465.14,0
1544,656,Hyderabad,Male,68,6,81987.545,1,1,1,18054.25,0
1545,520,Hyderabad,Male,42,7,0,2,1,1,18101.37,0
1546,602,Chennai,Female,41,6,79207.425,1,1,1,65943.23,0
1547,701,Chennai,Female,47,1,46036.34,1,1,1,66996.18,0
1548,653,Hyderabad,Female,29,2,44121.645,2,1,1,48329.13,0
1549,668,Hyderabad,Male,24,8,0,2,1,1,67556.045,0
1550,652,Bangalore,Male,47,4,29743.155,1,1,0,81972.09,1
1551,639,Hyderabad,Female,53,2,0,2,1,1,26921.855,0
1552,730,Hyderabad,Female,51,7,0,2,0,1,61199.42,0
1553,780,Bangalore,Male,33,1,0,1,1,1,32402.02,0
1554,592,Bangalore,Female,37,8,59639.005,2,0,1,9685.365,0
1555,628,Bangalore,Male,33,4,79370.715,2,1,1,63096.27,0
1556,658,Bangalore,Female,39,7,70298.475,1,0,1,67729.51,1
1557,850,Hyderabad,Female,28,10,0,2,1,1,47407.52,0
1558,515,Chennai,Male,36,2,45216.46,1,1,1,94183.02,1
1559,571,Bangalore,Female,34,1,52391.905,2,0,1,89256.26,0
1560,760,Chennai,Male,41,0,38996.485,2,1,1,48953.19,0
1561,720,Chennai,Female,42,10,55411.45,1,0,0,36430.97,0
1562,632,Chennai,Male,41,4,59812.3,2,1,1,97989.43,0
1563,694,Chennai,Male,30,6,54526.295,2,1,1,9724.465,1
1564,559,Hyderabad,Female,39,5,69564.72,1,0,1,16317.77,0
1565,773,Chennai,Female,41,8,76162.33,2,1,0,85866.61,0
1566,581,Bangalore,Male,37,1,0,2,1,0,23088.11,0
1567,524,Chennai,Female,36,9,63740.29,2,1,0,89817.345,0
1568,713,Bangalore,Male,52,6,57514.7,1,0,0,95760.66,1
1569,676,Bangalore,Male,39,8,57002.89,1,1,1,33999.225,0
1570,651,Chennai,Female,41,1,58323.38,1,1,0,22365.9,1
1571,717,Hyderabad,Female,48,1,55432.19,2,1,1,62266.45,1
1572,594,Bangalore,Male,22,5,78133.795,1,1,0,80484.22,0
1573,716,Bangalore,Female,43,3,54764.14,1,1,0,13670.815,1
1574,668,Bangalore,Female,34,6,51241.38,1,1,1,26997.32,0
1575,678,Chennai,Male,22,10,57781.855,1,1,1,45816.765,0
1576,545,Bangalore,Male,22,2,0,2,1,0,94806.56,0
1577,613,Bangalore,Female,39,9,47812.18,2,1,1,30353.165,0
1578,687,Hyderabad,Female,20,8,0,2,1,1,77383.67,0
1579,715,Bangalore,Male,27,7,80188.305,1,0,0,98426.555,0
1580,618,Chennai,Male,40,8,18851.395,1,1,1,97887.74,0
1581,721,Bangalore,Female,34,6,59136.915,1,0,1,1543.445,0
1582,445,Chennai,Female,33,7,65541.085,2,1,1,35309,0
1583,690,Bangalore,Male,37,1,47228,2,0,1,27517.01,0
1584,709,Bangalore,Female,42,8,0,2,0,0,84017.81,1
1585,671,Hyderabad,Female,41,3,0,2,1,1,64224.665,0
1586,538,Bangalore,Male,32,6,46895.69,1,1,1,99624.645,0
1587,735,Bangalore,Female,32,4,0,2,1,0,74737.345,0
1588,592,Bangalore,Female,36,7,0,2,1,1,63363.165,0
1589,747,Bangalore,Male,60,7,77986.565,1,0,1,73777.13,0
1590,675,Chennai,Male,35,7,44704.975,1,1,1,74699.85,0
1591,632,Hyderabad,Female,38,5,48927.185,2,1,0,46768.19,0
1592,621,Bangalore,Male,38,6,0,2,1,1,29441.955,0
1593,521,Hyderabad,Male,28,3,30140.31,1,1,0,77135.705,0
1594,591,Hyderabad,Male,35,7,67608.4,1,1,1,61011.445,0
