tweet,label
"It's a good outing... I'd say not worth the traffic..it's OK for One time visit.. But if you're a traveler, not localite then you can skip it",1
Construction of temple is very beautiful.Feel the peace at the temple.Nearest Metro station is Mahalaxmi.,0
"Was on our trip list, and a beautiful temple to visit. Worth paying extra to go via the special tickets, as bypasses any queues. Have a special blessing from the priests.",1
"located on the chord road, this temple is arguably the most clean and well maintained temples across india. Kudos to the management and the public to keep it like that.",1
"Beautiful & peaceful & well organized temple.
Vast variety of quality snacks available for all at reasonable cost.",0
the temple is so wll organized you really feel that the best time is your convinient time as the crowd at the teple does not interfer your prayers.,0
"It is a great place for devotion and chanting. Visit, relax your mind and seek the blessings of the Almighty.",1
"Huge area, huge campus and a marvellously built temple.
quite crowded on weekends. Try to check the opening timings and arrive there before time to avoid the rush.
Don't miss the laddu of Iskcon.",1
"Very nice temple. However be ready to wait in a queue for one to two hours during weekends. Very nice place to shop many things like cotton clothes, bags, sweets, snacks, mythological books, etc.",1
"When you have your friend's and relatives visiting you in Bangalore this is one place you take them. It is a beautifully constructed temple with great view from the top. Weekends are sometimes very crowded and you might not even get a parking space. The food court serves some tasty snacks. The badam milk is awesome. There are shops where you cab buy key rings, calenders, photos, paintings, bags, statues , artifacts...the list is endless.",1
"It's a good outing... I'd say not worth the traffic..it's OK for One time visit.. But if you're a traveler, not localite then you can skip it",1
Construction of temple is very beautiful.Feel the peace at the temple.Nearest Metro station is Mahalaxmi.,1
"Was on our trip list, and a beautiful temple to visit. Worth paying extra to go via the special tickets, as bypasses any queues. Have a special blessing from the priests.",1
"located on the chord road, this temple is arguably the most clean and well maintained temples across india. Kudos to the management and the public to keep it like that.",1
"Beautiful & peaceful & well organized temple.
Vast variety of quality snacks available for all at reasonable cost.",1
the temple is so wll organized you really feel that the best time is your convinient time as the crowd at the teple does not interfer your prayers.,1
One of the best Iskon in India. It's huge from inside and very fascinating.. the only thing is that we have to walk a lot. This place is peaceful with lots and lots of eating options available and the best part is that everything goes to charity. So really amazing place and religious point of view it's is so peaceful.. beautiful,1
"I visited ISKCON temple multiple times. Evening visits are nothing less than fest to your eyes.

Need to take steps to reach the temple. Older people needs to keep that in mind.",1
I visited ISKCON temple earlier as well. It just helps you relax and meditate. This continuous chanting of Hare Krishna just mesmerizes your thoughts.,1
"Plesant and good for devotees,,,,so spacious and well maintyanined and neat and clean surroundings....",1
"Nice Views, ISKON temple . Peace place . Awesome Interiors .Also have a Waterfall dat is also a colurful . Amazing place",1
"Don't come to ISKCON Bangalore, if you're looking for spirituality and bhakti. This place has too much distractions, money-making and a maddening rush. I was taken aback by the level of commercialization being practiced by the ""prabhu""-s within the temple perimeters. Besides a magnificent architecture and beautiful Radha-Krishna idols and paintings, there is nothing here to inspire a sense of spirituality. It is located bang in the middle of a major commercial region of the city. At ISKCON temples, I feel a sense of peace, tranquility and divine solitude. However, I left from ISKCON Bangalore, disappointed.",0
".
Its one of the most traditional aaratis done here to lord krishna with chants of hare krishna all contribute to decor of the temple with flower pooja and dhoopa aarati there is total serenity in and around the temple.",0
"When you enter the temple, you are supposed to chant with every step....
N when hundred odd people do that together, the place gives you divine feeling even if you are not in that mentality initially.

But once are done with all this, you do realise how big business the trust has been running",1
"the visit to the temple leaves you with a nice feeling.
the poojas are conducted with a lot of devotion
the temple complex also has a wing that sells useful merchandise - all with sri krishna's pictures.
they also sell prasadam which comprises of a variety of food stuffs. one can easily have his stomach full and compensate for a good regular meal.
facility for parking cars is good.
there are a lot of steps but one could manage even with handicaps as there are lifts. even strollers could be taken.
it totallly is worthwhile to visit and fulfill ones appetite literally and also spiritually",1
Serene environment and extremely awesome view coupled with the cool weather. Amazing construction of the temple and excellent paintings.,1
"A place that recalls you every time you got stressed.. all day long u can stay hear and not feel bored... good restaurant for food also.. do not miss 8pm pallaki ustasv.
After that a tasty prashad .
So many things to purchase as a gift small theatre also.",1
"Its a very big temple, it has 100 steps but we didnt feel that we are climbing 100 steps as in between there are small temples and everything is nicely arranged and planned.",1
People are queued to avoid inconvenience. It provides parking and free foods (parasad) to all visitors. It looks very beautiful in golden color in evening.,1
"Iskcon Temple , beautiful place to visit . Let it be a temple ,nothing like seeing a beautiful place lighted up , clean , so systematic step by step . I felt really peaceful.
Right at the top the prayers with krishna songs going on and I saw devotees dancing to their glory . My stress was released , I felt like wanting to dance with them .
Really felt very calm and happy when I was leaving the place . Would like to go back again .",1
"Iskcon is a must place to visit in Bangalore. It is a peaceful & calm with devotional chanting of Hare Rama Hare Krishna mantra continuously, makes you forget all other things and perceive Lord Krishna's name.",1
Take a good sleep. Take a bath. Be there by 8 am. Don't look at any body. Just pray mentally. Spend at least one hour. Come out. Have a cup of sambar rice given free as Prasad. That's all folks. You will remember for a long time,1
When you visit the temple during morning Aarti time you will have awesome experience and you will forget all things.,1
I visited Iskcon temple on the night of Janmashtami. It was a wonderful experience. Only thing which I would recommend the authorities is to provide a better view of the lord idol,1
"One of the finest & well maintained temples.clean.
Visitors & devotees will have a great time in Iskcon.",1
"At the outset,I must confess ,being a little biased ,as I am a Life Member of ISCKON.But,having seen in Delhi,Mumbai,Kolkatta ,Tirupathi, by far ,Bangalore ISCKON gives the visitor a surreal experience. The mere size of the Sanctum Sanctorium and the contrasting silence,inside, punctuated by the chanting of hymns by the devotees during Puja hours is a treat to sore eyes and music,a pleasant experience to our ears. A sense of peace and solitude hits us ,once we are inside. Add to this,the daily Maha Arathy are a grand affair and the Prasadam is something to relish.Altigether a wonderful experience for adults and children alike and a must visit on the tour map of Bangalore.",1
"I went there in 2011. it was a beautiful place to see whole the temple. monuments are very clean & clear.
Prasada was best in taste. It was on top of the Hills looking very attractive from the ground.
you can see the city from the top of the Temple very beautifully. I recommend to visit the place one when you are in Bangalore.",1
"I know ISKON since child hood i have been to ISKON, Mayapur WB and Bangalore. The only thing i saw is how people converted there worship into business and i can see money is floating around the temple campus. You can say ISKON temples are market more than a temple. better you donate 500 rupee to a needy.",1
Give peace to your mind and come out from Stressed life. Life has become a machine and visiting here will make you feel like a human. For couples You will feel like home far away from home.,1
"Situated in the hubdrub of the city, this oasis of peace calm and cleanliness comes across as a welcome change. The size of the establishment can surprise you, but its very well organised despite huge crowds (specially on specific religious days). Worth admiring is the fact that almost all the people helping out are doing it gratis out of love for the faith and it shows.The structure, idols etc in themselves are nice but what you would expect in any large temple in India.worth a visit!!",0
"i've visited this place few times. if you want less crowd visit during day time. if it's crowded, they've have option for group darshan. this ticket will help reduce the time of darshan. after darshan you can visit all the stalls and prasad counters",0
A visit to this place in the evening is very beautiful. Its crowded during the weekends so the best time to visit is weekdays.. The prasad is mind blowingly super tasty!!!,0
"This is better than all the temples of Iscon I could visit so far. It is even better than Mathura Temple.
Garbh Grih hall with Krishna Radha Idol is mesmerising.
Radhe Radhe",1
Must visit place for Lord Krishna Devotees. Hare Krishna. Its one of the beautiful hindu temples in bangalore. It is close to Orion Mall.,1
Krishna temple -Iskon group. Can spend some time here during the day. Enjoy street food and shopping.,1
Very beautiful and clean temple and temple is pure white marble and prayer is good very deep spiritual place. please note it is very crowd but quiet and peace to mediate.,1
"I went there in 2011. it was a beautiful place to see whole the temple. monuments are very clean & clear.
Prasada was best in taste. It was on top of the Hills looking very attractive from the ground.
you can see the city from the top of the Temple very beautifully. I recommend to visit the place one when you are in Bangalore.",1
"I know ISKON since child hood i have been to ISKON, Mayapur WB and Bangalore. The only thing i saw is how people converted there worship into business and i can see money is floating around the temple campus. You can say ISKON temples are market more than a temple. better you donate 500 rupee to a needy.",0
Give peace to your mind and come out from Stressed life. Life has become a machine and visiting here will make you feel like a human. For couples You will feel like home far away from home.,1
"Situated in the hubdrub of the city, this oasis of peace calm and cleanliness comes across as a welcome change. The size of the establishment can surprise you, but its very well organised despite huge crowds (specially on specific religious days). Worth admiring is the fact that almost all the people helping out are doing it gratis out of love for the faith and it shows.The structure, idols etc in themselves are nice but what you would expect in any large temple in India.worth a visit!!",1
"i've visited this place few times. if you want less crowd visit during day time. if it's crowded, they've have option for group darshan. this ticket will help reduce the time of darshan. after darshan you can visit all the stalls and prasad counters",1
A visit to this place in the evening is very beautiful. Its crowded during the weekends so the best time to visit is weekdays.. The prasad is mind blowingly super tasty!!!,1
"This is better than all the temples of Iscon I could visit so far. It is even better than Mathura Temple.
Garbh Grih hall with Krishna Radha Idol is mesmerising.
Radhe Radhe",1
Must visit place for Lord Krishna Devotees. Hare Krishna. Its one of the beautiful hindu temples in bangalore. It is close to Orion Mall.,1
Krishna temple -Iskon group. Can spend some time here during the day. Enjoy street food and shopping.,1
Very beautiful and clean temple and temple is pure white marble and prayer is good very deep spiritual place. please note it is very crowd but quiet and peace to mediate.,1
"A must visit place. Calm, clean, peaceful place. The main worship hall is beautiful. The temple is located on a small hill. The view is beautiful. Adequate parking. Enough facilities for food and dining.",1
Homely Atmosphere.Good Staffs.No traffic sound.Good jogging place near hotel.Spacious rooms in whitefield.Good Wi-Fi.Rest assured,1
"Why not visit an amazing temple and observe the continual prayer services? And it's a nice place to meditate. If you're hungry, also a good affordable place to eat. And good views of the city. It's not a must-see, but it offers a good experience",1
"Get to the temple and fill in the names of those you wish to favor with your visit back home. Enter the temple and listen to the chanting and music. Stay for a while, you will feel the vibe of the music. A great start for Bangalore of India! No pictures allowed unfortunately.",1
"ISKON temple is situated in crowded place but there is ample parking space available inside the campus. Once inside you have two options for entry inside the temple either in general queque which is free or in vip queue by paying 400 rupees for whole family.
On a typical religious day there will be lot of rush but even in general queque it doesn't take more than 45 minutes before you reach the main temple.
If you are lucky then you can join Aarti. Inside of temple is really beautiful and well managed. While returning you can grab Gita in many languages.
On ground floor there is food court and exhibition of artifacts. Then finally Prasadam is distributed for everyone.
Overall this temple is a must visit place in Bangalore.",0
This is what one gets to chant and meditate when visiting this temple. a peaceful and a nice place. the temple architecture is state of the art and the temple is located on the hill top. the chants keep you calm.,1
"Most people will have mixed views of Iskcon temples. I am no different. Which explains why I have taken a week to write. Fortunately, my views haven't changed.

Yes, ISKCON temples have a severe commercialization angle to almost everything tangible or otherwise. Yes, ISKCON temples have changed with the affluent times.

What has not changed? why have I still rated it very high? The answer is that their standards are still very high. They still maintain one of the most important aspects of a temple, cleanliness! Scoring very high on Shaucha is something very critical for devotees and spiritual seekers as they take this unsaid message home. one's mind tends to become clean and so our environment and even our decisions... albeit for a small period of time. But that's why one needs to keep renewing our vows for cleanliness. The satsangs are also still old school and that's a real positive.

Definitely go there once in a month, spend some money there. For they do spend wisely on the AKSHAYA PATRA program. One's own wealth becomes purified. Their goshalas are also very nicely maintained. They are not all Desi cows. But the cows are treated very kindly and that's a real consolation considering what we are doing to get milk from cows nowadays!",1
A place full of positive vibes. It brings in a lot of positive energy. Must visit if you are in Bangalore. The architecture is great too.,1
Hare rama - Krishna chant echoes the temple . Peaceful and serene place. you have free darshan and paid darshan. you have a restaurant inside the premises and food court to taste your buds. Plan your visit in the night(after 6.30 pm) where you can view the harathi for the idols . it would be very delightful to view this.,1
It's really one of best place of god where everyone feel so peace and it's really so nice place where I want to come again and again,1
"A must visit place. Calm, clean, peaceful place. The main worship hall is beautiful. The temple is located on a small hill. The view is beautiful. Adequate parking. Enough facilities for food and dining.",1
Homely Atmosphere.Good Staffs.No traffic sound.Good jogging place near hotel.Spacious rooms in whitefield.Good Wi-Fi.Rest assured,1
"Why not visit an amazing temple and observe the continual prayer services? And it's a nice place to meditate. If you're hungry, also a good affordable place to eat. And good views of the city. It's not a must-see, but it offers a good experience",0
"Get to the temple and fill in the names of those you wish to favor with your visit back home. Enter the temple and listen to the chanting and music. Stay for a while, you will feel the vibe of the music. A great start for Bangalore of India! No pictures allowed unfortunately.",1
"ISKON temple is situated in crowded place but there is ample parking space available inside the campus. Once inside you have two options for entry inside the temple either in general queque which is free or in vip queue by paying 400 rupees for whole family.
On a typical religious day there will be lot of rush but even in general queque it doesn't take more than 45 minutes before you reach the main temple.
If you are lucky then you can join Aarti. Inside of temple is really beautiful and well managed. While returning you can grab Gita in many languages.
On ground floor there is food court and exhibition of artifacts. Then finally Prasadam is distributed for everyone.
Overall this temple is a must visit place in Bangalore.",1
This is what one gets to chant and meditate when visiting this temple. a peaceful and a nice place. the temple architecture is state of the art and the temple is located on the hill top. the chants keep you calm.,1
"Most people will have mixed views of Iskcon temples. I am no different. Which explains why I have taken a week to write. Fortunately, my views haven't changed.

Yes, ISKCON temples have a severe commercialization angle to almost everything tangible or otherwise. Yes, ISKCON temples have changed with the affluent times.

What has not changed? why have I still rated it very high? The answer is that their standards are still very high. They still maintain one of the most important aspects of a temple, cleanliness! Scoring very high on Shaucha is something very critical for devotees and spiritual seekers as they take this unsaid message home. one's mind tends to become clean and so our environment and even our decisions... albeit for a small period of time. But that's why one needs to keep renewing our vows for cleanliness. The satsangs are also still old school and that's a real positive.

Definitely go there once in a month, spend some money there. For they do spend wisely on the AKSHAYA PATRA program. One's own wealth becomes purified. Their goshalas are also very nicely maintained. They are not all Desi cows. But the cows are treated very kindly and that's a real consolation considering what we are doing to get milk from cows nowadays!",1
A place full of positive vibes. It brings in a lot of positive energy. Must visit if you are in Bangalore. The architecture is great too.,1
Hare rama - Krishna chant echoes the temple . Peaceful and serene place. you have free darshan and paid darshan. you have a restaurant inside the premises and food court to taste your buds. Plan your visit in the night(after 6.30 pm) where you can view the harathi for the idols . it would be very delightful to view this.,1
It's really one of best place of god where everyone feel so peace and it's really so nice place where I want to come again and again,1
"Cleanliness is next to Godliness! This Temple is an example. Beautifully maintained, very clean and calm place. The Temple volunteers maintain a proper queue while going for Darshan. Evenings are right time to visit this place. City view from the Temple is cool.
Hare Krishna! Sarvam Krishnarpanam!!",1
"Amazing place with nice view around.
Easy transportation service.
A must visit place in Bangalore. U can find almost every religious books with different language's",1
"Janmashtami is the day Lord Krishna was born who is also the eighth avatar of Lord Vishnu.
This auspicious occasion is celebrated by millions in the country with abundance of joy.

The Sri Krishna Janamashtani this year was celebrated on the 14th and 15th of August, 2017.

Where better to rejoice the birth of Lord Krishna than visit the ISKON temple and seek the blessing of Lord Krishna. Here, the festival is celebrated with hundreds of devotees thronging the temple premises to offer their respects to the Lord.

This time we planned to visit the ISKON at the Chord road, Rajaji Nagar which is at a distance of about 15-16 kilometers from our place at JP Nagar.
We opted for the Namma Metro from the JayaPrakash Nagar Metro Station to the Mahalaksni Metro Station which is the nearest metro station to the ISKON temple. From the metro station at Mahalaskhmi, you can catch a cab or walk about a distance of 1 kilometer or so to reach the temple.
I swear the Namma Metro makes commuting easy and hassle free - the journey which would have taken us about above an hour by our car, took us about 30 minutes minus no wait time or traffic - such relief. 😎
It took us about 30 to 45 minutes to reach the main chamber where the Lord resides after passing the long queues.

As you enter, the continuous chants of

""Hare Krishna, Hare Krishna, Krishna Krishna Hare Hare, Hare Ram Hare Ram, Ram Ram Hare Hare',

makes you feel so connected to the Lord.

The holy shrine of the Lord is offered 108 special different kinds of bhog on this day. Along with it, is prepared tons of sweet pongal which is distributed among the devotees as they exit the temple.
The entire temple is cleaned and the deities are decorated and adorned with jewellery and flowers - it is just divine. That one glimpse of the lord will touch your soul.
From their official site, the deities of Sri Radha Krishnachandra are anointed with fragrant oils and bathed with auspicious items like milk, yogurt,ghee, honey,sweet water and fresh juices.They are then smeared with turmeric paste and bathed in Ganges water. Varieties of flowers are showered until the deities are submerged in a bed of flowers.

The chamber where the Lord resides - is just gleaming in gold - mesmerizing.
The residing deities are - Sri Radha Krishnachandra, Sri Sri Krishna Balarama and Sri Sri Nitai Gauranga.
There are two smaller temples housing the deities of Sri Srinivasa Govinda, Sri Prahlada Narashimha,Sri Hanuman and Sri Garuda Deva.

There is such happiness flowing around - totally gives you a positive vibe. 🙊

I must say they temple authorities try to manage the queue and facilitate well.

There are tokens available for special darshan. We went in the general queue, the long queues could be tiring - but patience is the key. As you walk through - they have a shoe stand mid way, where you need to put your shoes in a bag against which you would get a token. As you progress further - there is a provision for washing your hands and feet too.
Have your darshan and walk out to bowl full of yummy sweet pongal. 😋

On the occasion of Janmashtami, the temple was open through the day.
Otherwise if you visit, there are darshan timings as below, from their official site:

Weekdays:
7:15 - 13:00
16:15 - 20:15

Weekends/Public Holiday:
7:15 - 20:15

Once you darshan is over, starts the plethora of shops selling bhog items, snack items, photos frames, cloth, scents, incent sticks.

We took the DIL PASAND, priced at Rs.25/- - with flour covering which was baked and stuffed with coconut stuffing with loads tutty fruity - yeay!!
The PAKODA, priced at Rs.30/-was okay-ish, made with cabbage leaves and besan. I did not enjoy it, since it was dead cold.
The GUJIYAS,priced at Rs.20/- were delicious with khoya stuffing - my god!!
They sell food items ranging from samosas, kachodi, gulab jamuns, rosgullas, cookies, ladoos. Enjoy!

Don't:
Don't leave your footwear outside, there is a provision as you walk through for your darshan - free of charge.
Don't carry standalone camera - they do have a provision of leaving your belongings.
Don't carry baggage - only hand bags allowed.
Don't wear objectionable clothing.
Cheers to life!!

~Believe in yourself always!",0
One of the biggest ISKCON temples in India and its located on a hill and very beautiful. It has got its own prasadam area where one can have different types of food and snacks. It has also got its own parking.,1
"No matter you are religious or not, you will have positive vibes when you will visit a temple.

I always get positive energy after visiting the temple and evening Aarti one should never miss.

In Bangalore, it is in Rajajinagar",1
"A pleasant place for meditation, and make our mind stress free, good maintenance, cleanliness,.. The prasadam what they serve is good.",1
Iskon temple is built with only stone with delicious painting the lord Krishna is extraordinary with his wife and the lighting is excellent at the night,1
"Visited this temple in the evening slot. Temple opens about 4:15 pm or so. steady stream of visitors were lining up. we waded through the security and reached the place where we can keep our footwear. BTW, it is a neat system. After that it was a long walk to the temple through walkways. The first darshan was of Prahlada Narasimha, followed by Srinivasa Perumal and then finally the golden temple of Radhe-Krishna. The main temple is superb in its internal structure. Ceiling is full of Krishna paintings. The structure where the idols are housed is covered with gold. In the center you have people rendering bhajans continuously. It was a atmosphere of devotion, you can feel the goosebumps. The exit path is through stalls, many of them.
We picked up prashad on the way out. It was a great experience.

Some points to note:
a) Photography inside temple is not allowed. You could take some snaps at the main dwara and after that you see the signs prohibiting photography. Do not carry your cameras
b) Formal dressing is expected and is mentioned every where. When i say formal - no half-pants or sweat pants or that sort of thing. Men and Women to take care of dressing
c) Some areas completely open, if raining, you are likely to get wet.

Rest, just enjoy Radhe-krishna's hospitality.",1
A peaceful place...a clean and well maintained place to go along with family or friends for mental peace,1
"Located at chord road, Hare Krishna Hill, Bengaluru. Nicely decorated temple of Lord Krishna. It is devine and religious place of Hinduism. Best time to visit on the time of Aarati. When you enter the hall and listen the chat of Aarati you feel out of the world. We felt blessed to take the Prasad.",1
The Temple is walking distance from Metro Station Mahalakshmi .In the temple do walk on marble and chant Hare Rama Hare Krishna mantras for 108 times. it will be a wonderful experience . The temple is very clean and no any entry fee unless you select Express route plus abysiyagam. It's not like Kempfort Shiva temple which asking for Rs150 as entry fee. I strongly recommended this ISKCON temple for everybody.,1
"ISKCON temple , a must visit place here , our firstly visit in Bangalore and visit second day here, beautiful atmosphere and beautiful to everywhere",1
"Took the train over to ISKCON, very pleasant ride and had a wonderful time at the temple! If you get the chance, please do the walk on the marble steps as it's a very peaceful and fulfilling experience. I am not religious at all and this was a wonderful experience, the architecture is beautiful and the statues are gorgeous.

I definitely recommend that you come and see this temple.",1
"Can visit to have a look and feel of it. It is near to Mahalakshmi metro, so 500 mts walk from the metro station.",1
Excellent location with birds eye view of south bangalore with divine atmosphere of Only Bhakthi. You can spend a holistic evening with your family and friends to dwell into peace and serenity,1
"Great place to immerse yourself in the holy spirit, and have a great and healthy food. I visit this place on every new year day .",1
"Extremely Peaceful place located at Chord Road in Bengalore in between two Metro Stations i.e., Mahalakshmi and Sandal Soap Factory. You will feel the spirituality and divine power. ISCKON are very much active in social work like Free Food on daily basis, Education facility to the poor and counselling.",1
"I feel it is a commercial complex with great Temple.
A different architecture and divine temple.
They provide anna danam every afternoon and is so tasty.
Dont buy coconut etc from outside of the temple. No use of it inside :)
Must visit temple to get some peace.",1
Well managed and very well maintained. A person visiting Bangaluru must visit ISKCON temple. It should not be missed.,1
Very nice place for worshipping Lord Krishna. Pleasant atmosphere & environment. Neatly maintained premises. Also security arrangements are very good.,1
"Needless to say, every experience is Serene here

I just wish they offered, some free parking space for devotees.. Asking for parking charges for temple, is too Demeaning and Shallow",1
Amazing place to go nice environment 300 thing is not needed but its ok to take it as you get free prashad too,1
ISKON in located on Chord Road and best way to reach here is via metro station. You can de-board your metro at Sandal Soap Factor and can walk down for 500 meters approx to reach this place. This temple has multiple shops for buying goodies and food,1
"Very big temple and its very beautiful. It is must visit place for tourists. The place is very clean and well maintained. No problem of car parking. You can spend whole day their and you will not feel tired. Just sit in temple and enjoy the Spiritual feel.

Many restaurants and eatery in case you are hungry.",1
This is one of the best temples in bengaluru. Highly recommended place to visit in bengaluru. Metro also available in this area.,1
"Although the architecture of this temple is very impressive, to me it has lost it's spirituality. It seems to be more about the vendors selling goods.",1
A calm and peaceful place with a mix of modern and traditional architecture. Needs substantial climb up the stairs but absolutely worth the work.,1
"ISKCON Temple is a beautiful place in Bangalore and it is a ""Must Visit"" place for locals as well as tourists and foreigners. The temple is accessible to all people irrespective of cast, creed or religion. The temple itself is an architectural marvel, well maintained and clean.

Entry to the temple is free and is open on all days from early morning till night. One can drive up the hill in a car/van or two wheeler and you have ample parking space for all types of vehicles. Vehicle entry is not allowed on festival days. Footwear is not allowed inside the temple, but an orderly footwear stand is maintained for the same. Photography is allowed outside the temple and its surrounding, but not inside.

The temple serves free lunch and prasadam to visitors. Apart from this, the place also has eateries, restaurants and AC hotel for moderate to top-end visitors and tourists.

One can spent a couple of hours here. The right time to visit is in the morning and whereas in the evening, the temple is illuminated, presenting a beautiful ambiance.",0
A pious and holy place to visit ....Lord Krishna temple (isckon temple) in siliguri really felt blessed with family and kids....,0
"Well maintained temple in Bangalore, very silent place to worship, beginning to end well managed and maintained temple, only this i felt disappoint is there is lots of commercial activities inside the temple, selling merchandise items and food courts inside the temple itself, to maintain the divine inside temple premises commercial activities should be avoided, must visit place in Bangalore.",1
It is very good with carvings all over the inside. should check the timings of the temple as darshan timings are fixed.,1
"Krishna Temple , Top of a small hill. Main gate is at the bottom. Very organized Temple. They do give Bhog also .",1
Temple almost floods with devotees during special occasions like Janmashtami. Every day free meals served here for visitors which is very hygienic and tasty.,1
"Not much money looting, as can be seen at some other temples. You can have a decent darshan at temple, very peaceful environment.",1
"Must visit while in Bangalore. Very beautiful build up in Southern Temple Architecture with white marble. Night views are amazing. Darshan of Gold Idol inside the main temple, takes you to the unkown level, its a different feeling. By paying Rs 300/- the whole family may offer personalised puja by giving name and gotra. You will recive 2 pkets of prasad after puja.
For entering the temple, they have a very organised barricaded Que system, keeping your shoes and entering the temple by washing your feet. It will take 15 mins to climb up the temple and you require at least 2 hrs to see the temple nicely on week days, non busy hrs. On celebration or on week days position not sure. There are number of food stalls. Also like all other Isckon they have restaurent which offers buffet lunch & dinner on payment of Rs.550/- per head.",0
"This is the best tourist spot in Bangalore and almost accessible by all means of transport within bangalore.....Buses, Metro station, Car etc
The temple is located at a hill and offers fantastic view of the city. The spiritual visit can well be coupled with good recreational aspects for the kids.....food...shopping etc.
Overall a MUST VISIT spot when you are in Bangalore",1
"Murthis inside the temple starting from Chanting Harerama Harekrishna mantra in the entrance till the exit where all the shopping district is there.. Everything is beautiful and absolutely amazing. The food (prasada) you get is super tasty and the motichoor laddu you get there is nowhere to be found in Bangalore. You get immersed in devotional bliss by watching Lord Narasimha, Lord Venkateswara (Balaji) & Radha Krishna, Balarama Krishna & Shri Prabhupada.. Must visit once in life.",1
"Really nice temple, must visit. Very neat clean and well maintained. you can buy a good spiritual books and other stuff from here.",1
Good to spend 2hours any day. You need 15 minutes to climb up and 15min to climb down on a non busy days. Neat and calm. They also have a restaurant. If you are done early then you can always visit nearby orion mall or plenty of other temples nearby.,1
This temple in Bangalore city is so beautiful with good decoration & well managed organisation that provides devotees of lord Krishna a good place to great blessings and finally a very good place to visit.,1
It is very good with carvings all over the inside. should check the timings of the temple as darshan timings are fixed.,1
"Krishna Temple , Top of a small hill. Main gate is at the bottom. Very organized Temple. They do give Bhog also .",1
Temple almost floods with devotees during special occasions like Janmashtami. Every day free meals served here for visitors which is very hygienic and tasty.,1
"Not much money looting, as can be seen at some other temples. You can have a decent darshan at temple, very peaceful environment.",1
"Must visit while in Bangalore. Very beautiful build up in Southern Temple Architecture with white marble. Night views are amazing. Darshan of Gold Idol inside the main temple, takes you to the unkown level, its a different feeling. By paying Rs 300/- the whole family may offer personalised puja by giving name and gotra. You will recive 2 pkets of prasad after puja.
For entering the temple, they have a very organised barricaded Que system, keeping your shoes and entering the temple by washing your feet. It will take 15 mins to climb up the temple and you require at least 2 hrs to see the temple nicely on week days, non busy hrs. On celebration or on week days position not sure. There are number of food stalls. Also like all other Isckon they have restaurent which offers buffet lunch & dinner on payment of Rs.550/- per head.",1
"This is the best tourist spot in Bangalore and almost accessible by all means of transport within bangalore.....Buses, Metro station, Car etc
The temple is located at a hill and offers fantastic view of the city. The spiritual visit can well be coupled with good recreational aspects for the kids.....food...shopping etc.
Overall a MUST VISIT spot when you are in Bangalore",1
"Murthis inside the temple starting from Chanting Harerama Harekrishna mantra in the entrance till the exit where all the shopping district is there.. Everything is beautiful and absolutely amazing. The food (prasada) you get is super tasty and the motichoor laddu you get there is nowhere to be found in Bangalore. You get immersed in devotional bliss by watching Lord Narasimha, Lord Venkateswara (Balaji) & Radha Krishna, Balarama Krishna & Shri Prabhupada.. Must visit once in life.",1
"Really nice temple, must visit. Very neat clean and well maintained. you can buy a good spiritual books and other stuff from here.",0
Good to spend 2hours any day. You need 15 minutes to climb up and 15min to climb down on a non busy days. Neat and calm. They also have a restaurant. If you are done early then you can always visit nearby orion mall or plenty of other temples nearby.,0
This temple in Bangalore city is so beautiful with good decoration & well managed organisation that provides devotees of lord Krishna a good place to great blessings and finally a very good place to visit.,1
"This is the temple everyone in Bengaluru seems very proud of. Personally I thought it was overrated, too modern for me, I preferred other older temples as well as the modern Shiva temple. it is however a big monument, where you can see Hindus in prayer and giving offerings so it is an interesting experience.",1
It was a amazing experience to visit the ISKCON temple. The main temple sits at the top of the city. It gives peace of mind and I did spend more time than I had thought of. Amazing view sitting inside the main temple. On way out of the temple there are a no. of eating options within the premises and also wonderful buffet spread in the restaurant named Higher taste.,1
"A must visit. The atmosphere is so amazing. Very well organised and controlled, looking at the amount of people coming to visit.
Good puja arrangements. Lots of lovely things to buy and eat. A nice day out for Krishna devotees.
Parking an issue on festival days.",1
Beautiful temple and it is a must see in Bangalore. But be aware that you have to climb many stairs otherwise it is worth to see.,1
"Magnificent. Neat , clean and atmosphere is pious . Visited number of times and when ever we are in Bangalore, we make it to visit this temple. We feel blessed. One should visit this temple.

But one aspect make us feel a bit odd and doesn't suit the sacred atmosphere of the devine place.., ie. eating / food stalls and shops of all nature. This is giving a commercial look to the place.",0
"Awesome place to see, feel the peaceful atmosphere and calm your mind.. The prasdam offered is very tasty and the place is kept very clean..",1
"Best place to spend time with family which can give us not only a spiritual experience, but also a fun place to have variety food (served as Prasad), magnificent view of the city from the hill top and a pleasant walk through the gardens and the fountain! The Bangalore metro to reach this spot now is an added advantage!

Don't forget to buy some nice souvenir.",1
Its a very beautiful temple . if u are a tourist . there is metro station very near to it. It has canteens and all othet facility,1
Visited with friends on 12 Aug 2017. Not much to do for non-Hindu people. Shorts and cloths with body reavealing are not allowed. One of us who wore a pair of shorts was asked to deposit Rs 500 with a fee of Rs 20 for lungi. People inside the Temple were very friendly though.,1
The way you go deep inside of temple you feel positive vibes and coolness in your body. Hare rama hare Krishna tune will brighten up your mind and refreshing the body.,1
"very disciplined and systematic darshan!
Prasad is great!
This place also has pure vegetarian restaurant where the food is awesome.",1
